  //PID cohen coon
  Kp = 4.321;
  Ki = 0.578;
  Kd = 1.596;


Sampling every 200 ms
Sample Number,Current Temperature, Controller Output
1445,106.20,255.00
1446,106.70,255.00
1447,105.80,255.00
1448,106.30,255.00
1449,106.00,255.00
1450,106.10,255.00
1451,106.20,255.00
1452,106.20,255.00
1453,106.10,255.00
1454,106.10,255.00
1455,106.00,255.00
1456,106.00,255.00
1457,106.00,255.00
1458,106.10,255.00
1459,105.80,255.00
1460,105.70,255.00
1461,105.90,255.00
1462,105.80,255.00
1463,105.90,255.00
1464,105.90,255.00
1465,105.80,255.00
1466,105.30,255.00
1467,105.70,255.00
1468,105.70,255.00
1469,105.90,255.00
1470,105.80,255.00
1471,105.60,255.00
1472,105.30,255.00
1473,106.00,255.00
1474,105.60,255.00
1475,105.70,255.00
1476,105.50,255.00
1477,105.60,255.00
1478,105.60,255.00
1479,105.70,255.00
1480,105.50,255.00
1481,105.80,255.00
1482,105.30,255.00
1483,105.60,255.00
1484,105.30,255.00
1485,105.40,255.00
1486,105.60,255.00
1487,105.30,255.00
1488,105.40,255.00
1489,105.30,255.00
1490,105.60,255.00
1491,105.20,255.00
1492,104.90,255.00
1493,105.30,255.00
1494,105.40,255.00
1495,105.20,255.00
1496,105.40,255.00
1497,105.10,255.00
1498,104.80,255.00
1499,104.80,255.00
1500,105.00,255.00
1501,105.10,255.00
1502,105.10,255.00
1503,104.90,255.00
1504,106.10,255.00
1505,105.10,255.00
1506,104.90,255.00
1507,105.80,255.00
1508,104.80,255.00
1509,104.80,255.00
1510,104.70,255.00
1511,104.90,255.00
1512,105.20,255.00
1513,104.70,255.00
1514,105.00,255.00
1515,105.40,255.00
1516,104.70,255.00
1517,104.80,255.00
1518,105.20,255.00
1519,104.50,255.00
1520,104.40,255.00
1521,105.10,255.00
1522,104.60,255.00
1523,104.60,255.00
1524,104.40,255.00
1525,104.50,255.00
1526,104.40,255.00
1527,104.50,255.00
1528,104.20,255.00
1529,104.50,255.00
1530,104.10,255.00
1531,104.50,255.00
1532,104.30,255.00
1533,104.30,255.00
1534,104.40,255.00
1535,104.30,255.00
1536,104.70,255.00
1537,103.80,255.00
1538,104.70,255.00
1539,103.80,255.00
1540,104.00,255.00
1541,104.10,255.00
1542,104.10,255.00
1543,104.20,255.00
1544,104.00,255.00
1545,104.40,255.00
1546,104.00,255.00
1547,104.00,255.00
1548,103.90,255.00
1549,104.00,255.00
1550,103.90,255.00
1551,104.50,255.00
1552,104.20,255.00
1553,104.00,255.00
1554,103.60,255.00
1555,103.80,255.00
1556,103.80,255.00
1557,104.20,255.00
1558,103.80,255.00
1559,104.10,255.00
1560,103.80,255.00
1561,104.10,255.00
1562,103.70,255.00
1563,103.60,255.00
1564,103.50,255.00
1565,103.90,255.00
1566,103.10,255.00
1567,104.10,255.00
1568,103.10,255.00
1569,103.10,255.00
1570,103.60,255.00
1571,103.20,255.00
1572,103.20,255.00
1573,103.20,255.00
1574,103.10,255.00
1575,103.20,255.00
1576,102.80,255.00
1577,103.20,255.00
1578,103.30,255.00
1579,103.10,255.00
1580,103.00,255.00
1581,102.70,255.00
1582,102.90,255.00
1583,102.90,255.00
1584,102.80,255.00
1585,103.60,255.00
1586,102.70,255.00
1587,102.80,255.00
1588,103.50,255.00
1589,102.70,255.00
1590,102.60,255.00
1591,102.60,255.00
1592,102.60,255.00
1593,102.90,255.00
1594,102.30,255.00
1595,102.50,255.00
1596,102.50,255.00
1597,102.30,253.23
1598,102.50,255.00
1599,102.40,255.00
1600,102.00,255.00
1601,102.40,255.00
1602,102.10,255.00
1603,102.00,255.00
1604,102.10,255.00
1605,102.30,255.00
1606,102.10,255.00
1607,102.00,255.00
1608,101.90,255.00
1609,101.70,255.00
1610,101.40,254.67
1611,101.90,255.00
1612,101.90,255.00
1613,101.70,255.00
1614,101.70,255.00
1615,101.60,255.00
1616,101.70,255.00
1617,101.60,255.00
1618,101.60,255.00
1619,101.60,255.00
1620,101.60,255.00
1621,102.20,255.00
1622,101.60,255.00
1623,101.10,254.43
1624,101.40,255.00
1625,101.40,255.00
1626,101.40,255.00
1627,102.20,255.00
1628,101.20,255.00
1629,101.80,255.00
1630,101.20,253.80
1631,101.10,255.00
1632,100.90,255.00
1633,101.10,255.00
1634,100.80,255.00
1635,100.90,255.00
1636,102.00,255.00
1637,101.50,255.00
1638,100.90,252.50
1639,101.30,255.00
1640,100.70,251.64
1641,100.50,255.00
1642,100.40,255.00
1643,100.80,255.00
1644,101.50,255.00
1645,100.80,251.01
1646,100.40,252.47
1647,100.70,255.00
1648,100.60,255.00
1649,100.70,255.00
1650,100.60,255.00
1651,100.50,255.00
1652,100.20,252.67
1653,100.40,255.00
1654,100.40,255.00
1655,100.30,255.00
1656,100.00,249.68
1657,100.30,255.00
1658,100.20,254.80
1659,100.40,255.00
1660,100.00,250.74
1661,100.20,255.00
1662,100.30,255.00
1663,100.10,253.30
1664,99.90,252.43
1665,99.80,251.98
1666,100.00,255.00
1667,100.00,254.97
1668,100.00,252.86
1669,99.90,253.49
1670,99.90,254.54
1671,99.80,255.00
1672,99.90,255.00
1673,99.60,249.96
1674,100.00,255.00
1675,99.70,250.35
1676,99.80,255.00
1677,99.60,253.02
1678,99.70,254.49
1679,99.60,251.90
1680,99.70,254.39
1681,99.40,248.79
1682,99.50,253.44
1683,99.60,255.00
1684,99.30,248.16
1685,99.50,254.30
1686,99.50,252.09
1687,99.60,253.55
1688,99.50,250.94
1689,99.40,251.47
1690,99.30,249.91
1691,99.40,252.42
1692,99.30,253.97
1693,99.10,247.71
1694,99.00,248.25
1695,99.00,247.03
1696,99.10,250.58
1697,99.10,249.44
1698,99.10,249.28
1699,99.00,247.70
1700,99.30,253.19
1701,98.90,247.02
1702,99.40,255.00
1703,100.00,255.00
1704,98.90,237.29
1705,99.30,253.86
1706,99.50,252.55
1707,99.00,250.20
1708,98.60,241.96
1709,98.60,246.10
1710,99.30,252.17
1711,98.70,239.89
1712,98.10,237.13
1713,98.50,233.37
1714,98.70,247.96
1715,98.60,244.21
1716,99.20,250.89
1717,98.60,238.60
1718,98.50,243.36
1719,98.40,241.61
1720,98.40,243.60
1721,98.30,241.95
1722,98.30,241.67
1723,98.90,251.61
1724,98.30,244.45
1725,98.40,243.68
1726,98.30,240.97
1727,98.10,237.68
1728,98.30,243.71
1729,98.20,239.93
1730,98.30,243.25
1731,99.00,251.50
1732,98.20,231.93
1733,98.10,236.51
1734,98.30,242.55
1735,98.10,237.27
1736,98.10,240.12
1737,97.50,229.86
1738,98.20,246.56
1739,98.10,238.35
1740,98.10,238.19
1741,98.00,236.52
1742,97.80,233.17
1743,98.00,239.18
1744,97.90,235.38
1745,98.10,239.09
1746,97.80,232.28
1747,98.00,238.29
1748,97.90,230.09
1749,98.60,245.76
1750,98.00,229.16
1751,97.90,233.69
1752,98.10,237.59
1753,97.90,232.28
1754,97.80,230.43
1755,97.70,231.93
1756,98.60,246.34
1757,98.30,239.39
1758,98.00,230.47
1759,97.90,231.99
1760,98.10,231.47
1761,98.10,233.44
1762,97.80,228.76
1763,97.60,230.67
1764,97.80,233.47
1765,97.90,232.66
1766,97.80,235.00
1767,97.80,230.56
1768,97.90,231.87
1769,97.90,229.39
1770,97.70,227.26
1771,97.70,229.19
1772,97.50,225.98
1773,98.50,239.55
1774,98.20,227.46
1775,98.10,228.99
1776,97.80,228.38
1777,97.80,228.19
1778,97.90,229.50
1779,98.00,229.58
1780,98.30,232.86
1781,97.90,223.50
1782,97.40,219.87
1783,98.00,233.99
1784,98.10,228.94
1785,97.70,224.69
1786,98.30,234.58
1787,97.90,222.03
1788,98.10,229.99
1789,97.90,223.62
1790,98.30,231.59
1791,97.90,225.24
1792,98.00,226.56
1793,97.90,223.82
1794,97.80,224.07
1795,98.00,226.89
1796,97.80,221.58
1797,97.80,223.32
1798,98.00,226.14
1799,99.00,238.89
1800,97.80,219.52
1801,98.10,227.03
1802,97.90,220.67
1803,98.00,216.55
1804,98.10,224.26
1805,98.20,224.54
1806,98.10,221.66
1807,98.80,233.09
1808,98.20,216.51
1809,98.70,231.16
1810,98.40,220.15
1811,98.10,218.69
1812,98.00,218.99
1813,98.30,225.46
1814,98.30,222.12
1815,98.10,220.93
1816,97.80,216.25
1817,98.10,223.76
1818,98.30,221.14
1819,98.10,217.98
1820,98.10,219.95
1821,98.30,222.63
1822,98.10,217.34
1823,98.30,222.32
1824,98.10,218.99
1825,98.30,221.84
1826,98.20,218.06
1827,98.30,219.26
1828,98.40,220.62
1829,98.30,217.91
1830,98.60,227.41
1831,98.20,213.83
1832,98.40,220.94
1833,98.90,227.11
1834,98.30,211.60
1835,98.10,214.83
1836,98.50,220.54
1837,98.30,215.27
1838,99.00,227.78
1839,98.90,227.10
1840,98.10,207.52
1841,98.50,221.88
1842,98.70,219.32
1843,98.70,218.14
1844,98.50,215.02
1845,98.50,221.11
1846,98.70,219.74
1847,98.50,214.48
1848,98.70,223.58
1849,98.70,217.09
1850,98.70,216.97
1851,98.70,217.80
1852,98.70,216.63
1853,98.70,216.51
1854,99.30,224.26
1855,98.80,211.36
1856,98.90,218.08
1857,98.60,213.36
1858,98.90,219.89
1859,99.00,218.10
1860,98.80,214.91
1861,99.30,223.40
1862,98.90,212.00
1863,99.30,221.02
1864,99.00,213.26
1865,98.80,213.35
1866,99.00,216.17
1867,98.50,208.56
1868,99.00,221.28
1869,99.10,218.34
1870,99.40,220.65
1871,99.20,214.40
1872,99.10,214.88
1873,99.20,217.37
1874,99.90,226.77
1875,99.30,217.67
1876,99.30,216.54
1877,99.30,216.48
1878,99.30,217.41
1879,98.90,210.27
1880,99.30,220.45
1881,99.30,215.02
1882,100.00,226.55
1883,99.20,207.07
1884,99.40,216.34
1885,99.60,219.30
1886,99.60,217.14
1887,99.60,218.12
1888,99.30,212.51
1889,99.50,218.65
1890,99.40,217.04
1891,99.70,220.44
1892,99.50,214.21
1893,99.60,217.76
1894,99.60,216.66
1895,100.10,224.15
1896,99.50,214.04
1897,99.80,220.64
1898,99.70,215.92
1899,99.70,209.55
1900,99.80,218.47
1901,99.80,217.39
1902,100.00,220.37
1903,100.10,219.74
1904,100.70,227.72
1905,100.20,222.37
1906,99.90,214.68
1907,100.60,228.40
1908,100.40,224.38
1909,100.00,214.14
1910,100.20,221.40
1911,100.20,220.37
1912,100.10,217.82
1913,100.00,217.38
1914,100.60,225.37
1915,100.30,216.65
1916,100.20,218.36
1917,100.40,221.41
1918,100.10,215.87
1919,100.40,223.58
1920,100.90,230.10
1921,100.40,215.20
1922,100.20,217.55
1923,100.40,219.55
1924,100.60,223.66
1925,100.50,220.08
1926,100.70,223.19
1927,100.40,217.67
1928,100.40,220.90
1929,100.60,221.86
1930,100.80,224.93
1931,100.40,216.85
1932,100.80,222.97
1933,100.70,221.53
1934,100.60,221.15
1935,100.90,224.73
1936,100.80,222.24
1937,100.90,224.87
1938,100.90,223.97
1939,101.60,234.58
1940,101.00,218.24
1941,100.80,215.46
1942,102.00,242.09
1943,100.90,212.95
1944,101.00,212.59
1945,101.30,229.96
1946,101.30,226.88
1947,101.20,227.71
1948,101.40,229.76
1949,100.90,220.23
1950,101.20,222.84
1951,101.30,228.70
1952,101.40,229.25
1953,101.30,230.09
1954,101.30,228.08
1955,101.40,229.70
1956,101.80,234.89
1957,101.50,226.28
1958,101.40,228.10
1959,101.60,233.47
1960,102.10,237.94
1961,101.40,222.27
1962,101.50,230.41
1963,101.50,230.54
1964,101.70,233.68
1965,101.40,228.39
1966,101.60,233.64
1967,101.60,231.66
1968,101.80,233.89
1969,101.70,231.47
1970,102.50,244.72
1971,101.60,230.49
1972,101.80,235.77
1973,101.80,233.79
1974,102.00,236.06
1975,101.50,227.65
1976,102.00,240.62
1977,102.10,238.21
1978,101.80,231.75
1979,101.80,235.09
1980,101.80,232.24
1981,102.20,241.61
1982,102.10,236.04
1983,102.30,227.81
1984,102.00,234.14
1985,102.20,240.51
1986,102.20,236.65
1987,102.30,240.48
1988,102.30,239.61
1989,102.30,238.96
1990,102.20,238.72
1991,102.50,244.48
1992,102.60,244.29
1993,102.50,240.88
1994,102.50,242.16
1995,102.30,239.58
1996,102.50,244.92
1997,102.50,243.01
1998,102.40,237.72
1999,102.60,246.25
2000,102.50,242.85
2001,102.40,241.78
2002,102.70,248.63
2003,102.70,245.68
2004,102.80,247.65
2005,102.90,248.33
2006,102.60,243.01
2007,102.90,250.11
2008,102.90,248.23
2009,102.90,248.48
2010,102.90,241.60
2011,102.90,249.30
2012,102.90,249.55
2013,102.60,251.87
2014,102.80,251.91
2015,103.00,253.04
2016,103.00,252.48
2017,102.90,250.18
2018,102.90,251.49
2019,103.10,253.95
2020,103.00,251.65
2021,102.70,248.46
2022,103.00,254.52
2023,102.90,252.21
2024,103.00,255.00
2025,103.60,255.00
2026,103.10,249.93
2027,102.80,251.01
2028,102.90,254.08
2029,103.10,255.00
2030,103.00,255.00
2031,103.10,255.00
2032,103.10,255.00
2033,102.70,251.59
2034,103.00,255.00
2035,103.00,255.00
2036,103.00,255.00
2037,103.10,255.00
2038,103.20,255.00
2039,103.30,255.00
